category,query,ground_truth,top_5_documents,document_similarities,best_match_document,best_match_similarity,accuracy,recall
Health,ما هي فوائد الصيام في شهر رمضان؟,من فوائد الصيام في شهر رمضان إراحة المعدة والجهاز الهضمي من العمل المتواصل، والتخلص من الوزن الزائد، وتقليل متاعب صحية مثل ارتفاع ضغط الدم ونسبة الكوليسترول والسكر في الدم.,"['لقد سمحت بالتأكيد أنت.', '', '', '', '']","[0.6988076049257951, 0.0, 0.0, 0.0, 0.0]",لقد سمحت بالتأكيد أنت.,0.6988076049257951,0.2,1
Health,ما هي وظيفة الرئتين في الجسم؟,الرئتين تقومان بنقل الأكسجين من الهواء الجوي إلى الدم والتخلص من ثاني أكسيد الكربون من الدم إلى الهواء الخارجي. كما أن لهما وظائف غير تنفسية مثل تنظيم تركيز المواد الحيوية والعقاقير في الدم.,"['لقد سمحت بالتأكيد أنت.', '', '', '', '']","[0.6062108550321591, 0.0, 0.0, 0.0, 0.0]",لقد سمحت بالتأكيد أنت.,0.6062108550321591,0.2,1
Health,ما هي مخاطر التدخين على الصحة؟,التدخين يسبب أمراضًا سرطانية مثل سرطان الرئة والفم والحنجرة، وأمراض القلب والشرايين نتيجة ترسب الدهون والكوليسترول في الشرايين. كما يضعف مناعة الجسم ويسبب قرحة المعدة والمريء.,"['لقد سمحت بالتأكيد أنت.', '', '', '', '']","[0.61225715245579, 0.0, 0.0, 0.0, 0.0]",لقد سمحت بالتأكيد أنت.,0.61225715245579,0.2,1
Health,ما هي وظيفة الكبد في الجسم؟,الكبد يقوم بالعديد من الوظائف الحيوية مثل نزع السموم، تخزين الغليكوجين، تصنيع بروتينات البلازما الدموية، وإفراز العصارة المرارية لهضم الدهون. كما ينظم مستوى السكر والكوليسترول في الدم.,"['لقد سمحت بالتأكيد أنت.', '', '', '', '']","[0.584466985200621, 0.0, 0.0, 0.0, 0.0]",لقد سمحت بالتأكيد أنت.,0.584466985200621,0.0,0
Health,ما هي العيادات المتنقلة لصحة الفم والأسنان؟,العيادات المتنقلة هي جزء من برنامج صحة الفم والأسنان الذي تنفذه وزارة الصحة لتوعية المجتمع حول أمراض الفم والأسنان وطرق الوقاية منها، خاصة تسوس الأسنان الذي يصيب الأطفال بنسبة 80%.,"['لقد سمحت بالتأكيد أنت.', '', '', '', '']","[0.644183361933056, 0.0, 0.0, 0.0, 0.0]",لقد سمحت بالتأكيد أنت.,0.644183361933056,0.2,1
Health,ما هي نصائح عامة لأمان الأطفال في المنزل؟,من النصائح العامة لأمان الأطفال في المنزل: عدم ترك الطفل بمفرده في الغرفة، استخدام أغطية بلاستيكية لأكباس الكهرباء، تثبيت الأثاث الغير ثابت بالحائط، وحفظ الأشياء الصغيرة التي قد تسبب الاختناق بعيدًا عن متناول الطفل.,"['لقد سمحت بالتأكيد أنت.', '', '', '', '']","[0.6295775593774601, 0.0, 0.0, 0.0, 0.0]",لقد سمحت بالتأكيد أنت.,0.6295775593774601,0.2,1
Politics,ما هي أسباب حرب اليمن الأهلية؟,حرب اليمن الأهلية دارت بين الموالين للمملكة المتوكلية اليمنية والفصائل الموالية للجمهورية العربية اليمنية من 1962 إلى 1970. كانت أسباب الحرب مرتبطة بالصراع بين النظام الملكي والجمهوريين، حيث تلقى الجانب الملكي الدعم من المملكة العربية السعودية، بينما تلقى الجانب الجمهوري الدعم من مصر والاتحاد السوفيتي.,"['لقد سمحت بالتأكيد أنت.', '', '', '', '']","[0.7179160805502041, 0.0, 0.0, 0.0, 0.0]",لقد سمحت بالتأكيد أنت.,0.7179160805502041,0.2,1
Politics,ما هي نتائج حرب فيتنام؟,انتهت حرب فيتنام في 17 يونيو 1975 باتحاد فيتنام الشمالية والجنوبية. كانت الحرب نزاعًا بين جمهورية فيتنام الديموقراطية (فيتنام الشمالية) وجمهورية فيتنام (فيتنام الجنوبية) بدعم من الولايات المتحدة وحلفائها. انتهى الغزو الأمريكي باتحاد البلدين.,"['لقد سمحت بالتأكيد أنت.', '', '', '', '']","[0.717869905696469, 0.0, 0.0, 0.0, 0.0]",لقد سمحت بالتأكيد أنت.,0.717869905696469,0.2,1
Politics,ما هي أسباب الحرب العالمية الثانية؟,أسباب الحرب العالمية الثانية تشمل الامتعاض من معاملة القوى المنتصرة لألمانيا بعد الحرب العالمية الأولى، وسوء الأوضاع الاقتصادية بسبب التكاليف الباهظة والديون التي تكبدتها ألمانيا بعد معاهدة فيرساي. كما أدى صعود أدولف هتلر وحزبه النازي إلى السلطة في ألمانيا وتحدي المعاهدات الدولية إلى اندلاع الحرب.,"['لقد سمحت بالتأكيد أنت.', '', '', '', '']","[0.5772130300826901, 0.0, 0.0, 0.0, 0.0]",لقد سمحت بالتأكيد أنت.,0.5772130300826901,0.0,0
Politics,ما هي السياسة البربرية التي اتبعتها فرنسا في المغرب؟,السياسة البربرية كانت سياسة استعمارية اتبعتها فرنسا في المغرب بهدف فصل البربر عن العرب. تضمنت هذه السياسة إنشاء مدارس فرنسية للبربر وحذف التعليم العربي والديني الإسلامي، بالإضافة إلى محاولة كتابة اللهجات البربرية بحروف لاتينية. تم إصدار ظهير 16 مايو 1930 لتفريق العرب عن البربر.,"['لقد سمحت بالتأكيد أنت.', '', '', '', '']","[0.7257547308961171, 0.0, 0.0, 0.0, 0.0]",لقد سمحت بالتأكيد أنت.,0.7257547308961171,0.2,1
Politics,ما هي قضية لوكربي؟,قضية لوكربي هي قضية جنائية ترتبت على سقوط طائرة ركاب أميركية فوق قرية لوكربي باسكتلندا سنة 1988. تم اتهام مواطنين ليبيين بالمسؤولية عن التفجير، ورفضت ليبيا تسليمهما. تمت محاكمتهما في هولندا، حيث أدين أحدهم وبرئ الآخر. انتهت القضية بتسوية دفع ليبيا تعويضات لأسرة الضحايا.,"['لقد سمحت بالتأكيد أنت.', '', '', '', '']","[0.7507668331562181, 0.0, 0.0, 0.0, 0.0]",لقد سمحت بالتأكيد أنت.,0.7507668331562181,0.2,1
Politics,ما هي أهداف الحرب الباردة؟,أهداف الحرب الباردة كانت تتلخص في سعي كل من الولايات المتحدة والاتحاد السوفيتي للحصول على مناطق نفوذ عسكري وسياسي وتوسيعها. كانت الحرب الباردة تتمثل في سباق التسلح والصراعات التقنية والتجسس، دون الدخول في حرب ساخنة مباشرة بين الطرفين.,"['لقد سمحت بالتأكيد أنت.', '', '', '', '']","[0.6090468269743481, 0.0, 0.0, 0.0, 0.0]",لقد سمحت بالتأكيد أنت.,0.6090468269743481,0.2,1
Politics,ما هي أسباب الصراع العربي الإسرائيلي؟,الصراع العربي الإسرائيلي يركز أساسًا على أحقية اليهود في إقامة دولة قومية على أرض فلسطين وطرد السكان الفلسطينيين. يعتبر هذا الصراع من أبرز أسباب توتر منطقة الشرق الأوسط، ويرتبط بقضايا مثل النفط العربي والعلاقات بين الأديان والصراع بين الشرق والغرب.,"['لقد سمحت بالتأكيد أنت.', '', '', '', '']","[0.580148124795404, 0.0, 0.0, 0.0, 0.0]",لقد سمحت بالتأكيد أنت.,0.580148124795404,0.0,0
Politics,ما هي نتائج الحرب العالمية الثانية؟,نتائج الحرب العالمية الثانية تشمل استسلام اليابان وألمانيا، وتكبيد العالم خسائر بشرية تقدر بحوالي 60 مليون شخص. أدت الحرب إلى تغييرات جذرية في الخريطة السياسية العالمية، بما في ذلك انهيار الإمبراطورية اليابانية والألمانية، وبداية الحرب الباردة بين الولايات المتحدة والاتحاد السوفيتي.,"['لقد سمحت بالتأكيد أنت.', '', '', '', '']","[0.7635667440515581, 0.0, 0.0, 0.0, 0.0]",لقد سمحت بالتأكيد أنت.,0.7635667440515581,0.2,1
Politics,ما هي أسباب احتلال إيطاليا لليبيا؟,احتلت إيطاليا ليبيا بسبب رغبتها في التوسع الاستعماري وقرب ليبيا الجغرافي من إيطاليا. بدأت إيطاليا بفتح المدارس وإرسال البعثات التبشيرية وفتح فروع لبنك روما في ليبيا. في عام 1911، وجهت إيطاليا إنذارًا للدولة العثمانية وبدأت الحرب العثمانية الإيطالية، مما أدى إلى احتلال ليبيا.,"['لقد سمحت بالتأكيد أنت.', '', '', '', '']","[0.7253407246432301, 0.0, 0.0, 0.0, 0.0]",لقد سمحت بالتأكيد أنت.,0.7253407246432301,0.2,1
Politics,ما هي أهداف حركة كفاية في مصر؟,حركة كفاية هي حركة معارضة مصرية تأسست في نقابة المحامين وهدفت إلى الإصلاح السياسي. قامت الحركة بتنظيم تظاهرات ضد تعديل المادة 76 من الدستور المصري، والتي تسمح بانتخاب رئيس الجمهورية بين أكثر من مرشح. طالبت الحركة بتغيير النظام السياسي ورفضت القيود المفروضة على الترشح للرئاسة.,"['لقد سمحت بالتأكيد أنت.', '', '', '', '']","[0.7628242134462581, 0.0, 0.0, 0.0, 0.0]",لقد سمحت بالتأكيد أنت.,0.7628242134462581,0.2,1
Religion,ما هي الديانات الإبراهيمية؟,الديانات الإبراهيمية هي اليهودية والمسيحية والإسلام. سميت بهذا الاسم لأن مؤسسي هذه الديانات جميعهم من نسل إبراهيم عليه السلام. تتشارك هذه الديانات في الإيمان بكتاب اليهودية المقدس (التوراة) الذي يدعى في المسيحية العهد القديم.,"['لقد سمحت بالتأكيف.', '', '', '', '']","[0.596435151378627, 0.0, 0.0, 0.0, 0.0]",لقد سمحت بالتأكيف.,0.596435151378627,0.0,0
Religion,من هو مؤسس الديانة البوذية؟,مؤسس الديانة البوذية هو بوذا، واسمه الحقيقي سيدارتا غاوثاما. ولد في كايبافاستو على الحدود بين الهند والنيبال، وبدأ بتعليم الناس بعد أن بلغ حالة الاستنارة تحت شجرة التين.,"['لقد سمحت بالتأكيف.', '', '', '', '']","[0.6158250300050341, 0.0, 0.0, 0.0, 0.0]",لقد سمحت بالتأكيف.,0.6158250300050341,0.2,1
Religion,ما هي أركان الإسلام الخمسة؟,أركان الإسلام الخمسة هي: شهادة أن لا إله إلا الله وأن محمداً رسول الله، إقامة الصلاة، إيتاء الزكاة، صوم رمضان، وحج البيت لمن استطاع إليه سبيلا.,"['لقد سمحت بالتأكيف.', '', '', '', '']","[0.7263202271199101, 0.0, 0.0, 0.0, 0.0]",لقد سمحت بالتأكيف.,0.7263202271199101,0.2,1
Religion,ما هي التوراة؟,التوراة هي الأسفار الخمسة الأولى من الكتاب المقدس اليهودي (التناخ). تعني كلمة التوراة بالعبرية التعليم أو التوجيه، وتحتوي على تعاليم وقوانين دينية. يعتقد اليهود أن التوراة هي كلام الله الذي أملاه على موسى في طور سيناء.,"['لقد سمحت بالتأكيف.', '', '', '', '']","[0.643675523485018, 0.0, 0.0, 0.0, 0.0]",لقد سمحت بالتأكيف.,0.643675523485018,0.2,1
Religion,ما هي الديانة الزرادشتية؟,الزرادشتية هي ديانة أسسها زرادشت، ترى العالم كصراع مستمر بين قوى الخير (أهورامزدا) وقوى الشر (أنجرامينو). تعتبر النار والشمس رمزًا لأهورامزدا، وللزرادشتيين طقوس خاصة عند الوفاة حيث يعتبرون الجسد نجسًا ويجب عدم اختلاطه مع عناصر الحياة الثلاثة: الماء، التراب، والنار.,"['لقد سمحت بالتأكيف.', '', '', '', '']","[0.6037707529792541, 0.0, 0.0, 0.0, 0.0]",لقد سمحت بالتأكيف.,0.6037707529792541,0.2,1
Religion,ما هي أهم تعاليم الديانة البوذية؟,تتمحور العقيدة البوذية حول ثلاثة أمور: الإيمان ببوذا كمعلّم مستنير، الإيمان بدهارما (تعاليم بوذا)، والإيمان بالمجتمع البوذي. تؤكد البوذية على أهمية الوصول إلى حالة الاستنارة والتخلص من دورة التناسخ.,"['لقد سمXHت بالتأكيف.', '', '', '', '']","[0.7375315660031251, 0.0, 0.0, 0.0, 0.0]",لقد سمXHت بالتأكيف.,0.7375315660031251,0.2,1
Religion,ما هي قصة تأسيس الديانة البهائية؟,الديانة البهائية أسسها الميرزا حسين علي النوري الملقب ببهاء الله في منتصف القرن التاسع عشر. يرتبط تاريخ البهائية بالبابية التي أسسها الميرزا علي محمد الشيرازي (الباب). بعد إعدام الباب، أصبح بهاء الله زعيمًا للبهائيين ونشر تعاليمه في عدة دول.,"['لقد سمXDت بالتأخير.', '', '', '', '']","[0.622510372479397, 0.0, 0.0, 0.0, 0.0]",لقد سمXDت بالتأخير.,0.622510372479397,0.2,1
Religion,ما هي أهم الكتب المقدسة في الديانة المسيحية؟,الكتاب المقدس الأساسي للمسيحية هو الإنجيل أو العهد الجديد، والذي يحتوي على تعاليم يسوع المسيح. بالإضافة إلى ذلك، يعتبر العهد القديم (التوراة) جزءًا من الكتاب المقدس المسيحي.,"['لقد سمXDت بالتأكيد.', '', '', '', '']","[0.5997435980804671, 0.0, 0.0, 0.0, 0.0]",لقد سمXDت بالتأكيد.,0.5997435980804671,0.0,0
Religion,ما هي أهم المعتقدات في الديانة الزرادشتية؟,تؤمن الزرادشتية بوجود إله الخير أهورامزدا وإله الشر أنجرامينو، وتعتبر النار والشمس رمزًا لأهورامزدا. يؤمن الزرادشتيون بالحساب بعد الموت، حيث يذهب الصالحون إلى الجنة والفاسقون إلى النار.,"['لقد سمXDت بالتأكيد.', '', '', '', '']","[0.565902035211663, 0.0, 0.0, 0.0, 0.0]",لقد سمXDت بالتأكيد.,0.565902035211663,0.0,0
Religion,ما هي أهم الطقوس في الديانة البوذية؟,تشمل الطقوس البوذية التأمل وممارسة اليوغا للوصول إلى حالة الاستنارة. يعتبر التأمل تحت شجرة التين (شجرة الحكمة) من أهم الطقوس التي مارسها بوذا للوصول إلى حالة الاستنارة.,"['لقد سمXDت بالتأكيد.', '', '', '', '']","[0.608106657430038, 0.0, 0.0, 0.0, 0.0]",لقد سمXDت بالتأكيد.,0.608106657430038,0.2,1
Science And Technology,ما هي أنواع شاشات اللمس؟,هناك نوعان رئيسيان من شاشات اللمس: شاشات اللمس المقاومة التي تعتمد على تغير المقاومة الكهربائية للنقطة الملموسة، وشاشات اللمس السعوية التي تعتمد على فرق الكمون بين سطح الشاشة ورأس إصبع المستخدم لتوليد التيار الكهربائي.,"['لقد سمXDت بالتأكيد.', '', '', '', '']","[0.685097510632186, 0.0, 0.0, 0.0, 0.0]",لقد سمXDت بالتأكيد.,0.685097510632186,0.2,1
Science And Technology,ما هي استخدامات الصواريخ؟,تستخدم الصواريخ لأغراض متعددة منها التجسس، حمل الأقمار الصناعية وسفن الفضاء إلى مداراتها حول الأرض، والاستخدام العسكري مثل الصواريخ المضادة للدبابات والصواريخ الموجهة نحو أهداف أرضية أو بحرية أو فضائية.,"['لقد سمXDت بالتأكيد.', '', '', '', '']","[0.6314594685440921, 0.0, 0.0, 0.0, 0.0]",لقد سمXDت بالتأكيد.,0.6314594685440921,0.2,1
Science And Technology,ما هي فوائد استخدام الكمبيوتر للأطفال؟,استخدام الكمبيوتر يمكن أن يساعد الأطفال على اكتساب الثقة بالنفس وتقدير الذات من خلال الألعاب التعليمية التي تسمح لهم بالتحكم في التجربة التي يخوضونها. كما يمكن أن تعلمهم الحروف والأرقام والأشكال والألوان والإيقاع، وتطور مهاراتهم الحركية الدقيقة ومهارات المنطق.,"['لقد سمXDت بالتأكيد.', '', '', '', '']","[0.573082419372137, 0.0, 0.0, 0.0, 0.0]",لقد سمXDت بالتأكيد.,0.573082419372137,0.0,0
Science And Technology,ما هي أضرار استخدام الكمبيوتر لفترات طويلة؟,الاستخدام المطول للكمبيوتر يمكن أن يعرض الأطفال لمخاطر صحية مثل إجهاد النظر، الصداع، آلام الرسغ والرقبة، والمشاكل الناتجة عن أوضاع الجسم غير الصحيحة. كما يمكن أن يؤدي إلى انعزال اجتماعي وإدمان للكمبيوتر.,"['لقد سمXDت بالتأكيد.', '', '', '', '']","[0.5341350317323771, 0.0, 0.0, 0.0, 0.0]",لقد سمXDت بالتأكيد.,0.5341350317323771,0.0,0
Science And Technology,ما هي أهم إنجازات شركة تويوتا؟,تويوتا هي الشركة الأولى للسيارات في اليابان من حيث حجم الإنتاج والمبيعات، وهي المصنع الثاني على مستوى العالم بعد مجموعة جنرال موتورز الأمريكية. كما تعتبر سيارة كورولا أكثر السيارات مبيعًا في العالم.,"['لقد سمXDت بالتأكيد.', '', '', '', '']","[0.568510530384781, 0.0, 0.0, 0.0, 0.0]",لقد سمXDت بالتأكيد.,0.568510530384781,0.0,0
Science And Technology,ما هي أهم ميزات سيارة مرسيدس؟,سيارات مرسيدس تتميز بالفخامة والقوة وطول العمر. تركز الشركة على راحة السائق والركاب وأمان الرحلة. كما أن محركات مرسيدس معروفة بعزمها الكبير وطول عمرها الافتراضي.,"['لقد سمXDت بالتأكيد.', '', '', '', '']","[0.6757840912920671, 0.0, 0.0, 0.0, 0.0]",لقد سمXDت بالتأكيد.,0.6757840912920671,0.2,1
Science And Technology,ما هي أنواع الحواسيب؟,تتعدد أنواع الحواسيب من حيث طريقة عملها وحجمها، وتشمل الحواسيب الشخصية، الحواسيب المحمولة، والحواسيب المضمنة التي تستخدم للتحكم في أجهزة أخرى مثل الطائرات المقاتلة والروبوتات.,"['لقد سمXDت بالتأكيد.', '', '', '', '']","[0.5873157785237201, 0.0, 0.0, 0.0, 0.0]",لقد سمXDت بالتأكيد.,0.5873157785237201,0.0,0
Science And Technology,ما هي أهمية الطاقة الشمسية في السعودية؟,السعودية تنفذ مشاريع لتقييم مصادر الطاقة المتجددة مثل الطاقة الشمسية وطاقة الرياح. يتم إنشاء محطات رصد للإشعاع الشمسي في مناطق مختلفة من المملكة لتجميع البيانات اللازمة لتطوير الإنتاج الصناعي واستخدام الطاقة الشمسية.,"['لقد سمXDت بالطبع.', '', '', '', '']","[0.588620170443197, 0.0, 0.0, 0.0, 0.0]",لقد سمXDت بالطبع.,0.588620170443197,0.0,0
Science And Technology,ما هي أهم إنجازات شركة مايكروسوفت؟,شركة مايكروسوفت هي شركة عالمية تعمل في مجال تقنيات الحاسوب، وتشتهر بتطوير أنظمة التشغيل مثل MS-DOS وWindows. كما أنها تطور وتصنع مجموعة واسعة من البرمجيات للأجهزة الحاسوبية.,"['لقد سمXDت بالطبع.', '', '', '', '']","[0.693364965266663, 0.0, 0.0, 0.0, 0.0]",لقد سمXDت بالطبع.,0.693364965266663,0.2,1
Science And Technology,ما هي تطورات صناعة السفن؟,تطورت صناعة السفن من استخدام القوة البشرية للتجديف إلى استخدام الأشرعة لتسخير طاقة الرياح، ثم إلى استخدام المحركات البخارية والمراوح التحت مائية. معظم السفن الحديثة تعمل بمحركات تعتمد على الفحم الحجري أو النفط أو الطاقة النووية.,"['لقد سمXDت بالطبع.', '', '', '', '']","[0.6189916884375061, 0.0, 0.0, 0.0, 0.0]",لقد سمXDت بالطبع.,0.6189916884375061,0.2,1
Sport,ما هي أصول لعبة البيسبول؟,أصول لعبة البيسبول غير معروفة بشكل واضح، ولكنها تطورت من اللعبة الإنجليزية الراوندرز. تم ذكرها لأول مرة في الولايات المتحدة عام 1791 في مدينة بيتسفيلد بولاية ماساتشوستس.,"['لقد سمXDت بالطبع.', '', '', '', '']","[0.6805347866127801, 0.0, 0.0, 0.0, 0.0]",لقد سمXDت بالطبع.,0.6805347866127801,0.2,1
Sport,ما هي أهم بطولة كرة قدم في العالم؟,أهم بطولة كرة قدم في العالم هي كأس العالم، التي ينظمها الاتحاد الدولي لكرة القدم (فيفا) وتقام كل أربع سنوات منذ عام 1930.,"['لاقد سمXDت بالطبع.', '', '', '', '']","[0.7040136170698551, 0.0, 0.0, 0.0, 0.0]",لاقد سمXDت بالطبع.,0.7040136170698551,0.2,1
Sport,ما هي فوائد السباحة؟,السباحة لها العديد من الفوائد، بما في ذلك تحسين اللياقة البدنية، وتقوية العضلات، وتخفيف التوتر. كما أنها تعتبر نشاطًا ترفيهيًا ورياضة أولمبية.,"['لقد سمXDت بالطبع.', '', '', '', '']","[0.6232234350193671, 0.0, 0.0, 0.0, 0.0]",لقد سمXDت بالطبع.,0.6232234350193671,0.2,1
Sport,ما هي الألعاب الأولمبية؟,الألعاب الأولمبية هي حدث رياضي عالمي يقام كل أربع سنوات ويشارك فيه لاعبو رياضات مختلفة. تم إحياؤها في أواخر القرن التاسع عشر من قبل الفرنسي بيير دي كوبرتان.,"['لقد سمXDت بالطبع.', '', '', '', '']","[0.615602744822012, 0.0, 0.0, 0.0, 0.0]",لقد سمXDت بالطبع.,0.615602744822012,0.2,1
Sport,ما هي قواعد لعبة هوكي الجليد؟,في لعبة هوكي الجليد، يتنافس فريقان على تسجيل الأهداف بدفع القرص إلى مرمى الخصم. لكل فريق ستة لاعبين أثناء اللعب، ويتم معاقبة اللاعبين المخالفين بإيقافهم عن اللعب لفترات محددة.,"['لاقد سمXDت بالطبع.', '', '', '', '']","[0.58271530395673, 0.0, 0.0, 0.0, 0.0]",لاقد سمXDت بالطبع.,0.58271530395673,0.0,0
Sport,ما هو تاريخ كرة القدم؟,كرة القدم الحديثة تطورت في بريطانيا في القرن التاسع عشر. تم توحيد قواعد اللعبة في عام 1863 مع تأسيس اتحاد كرة القدم الإنجليزي.,"['لاقد سمXDت بالطبع.', '', '', '', '']","[0.7019117763650741, 0.0, 0.0, 0.0, 0.0]",لاقد سمXDت بالطبع.,0.7019117763650741,0.2,1
Sport,ما هي قواعد كرة اليد؟,كرة اليد هي رياضة جماعية يتبارى فيها فريقان من 7 لاعبين. الهدف هو تسجيل الأهداف في مرمى الخصم. المباراة تتألف من شوطين مدة كل منهما 30 دقيقة.,"['لاقد سمXDت بالطبع.', '', '', '', '']","[0.7125859546078721, 0.0, 0.0, 0.0, 0.0]",لاقد سمXDت بالطبع.,0.7125859546078721,0.2,1
Sport,ما هي أجهزة الجمباز الفني للرجال؟,أجهزة الجمباز الفني للرجال تشمل البساط الأرضي، حصان الحلق، الحلق، طاولة القفز، المتوازي، والعقلة.,"['لاقد سمXDت بالطبع.', '', '', '', '']","[0.5903433166654141, 0.0, 0.0, 0.0, 0.0]",لاقد سمXDت بالطبع.,0.5903433166654141,0.0,0
Sport,ما هو أصل الكاراتيه؟,الكاراتيه نشأ في جزيرة أوكيناوا اليابانية، وتأثر بفنون القتال الصينية. تم تطويره كوسيلة للدفاع عن النفس بعد حظر السلاح على سكان الجزيرة.,"['لاقد_smxdت بالطبع.', '', '', '', '']","[0.6153205914996951, 0.0, 0.0, 0.0, 0.0]",لاقد_smxdت بالطبع.,0.6153205914996951,0.2,1
Sport,ما هي قواعد الملاكمة؟,الملاكمة هي رياضة يقاتل فيها اثنان من الرياضيين بقبضاتهم في جولات مدتها من 1 إلى 3 دقائق. يتم منح النقاط للضربات الصلبة النظيفة في المنطقة القانونية فوق الخصر.,"['لاقد سمxDت بالطبع.', '', '', '', '']","[0.569327626973931, 0.0, 0.0, 0.0, 0.0]",لاقد سمxDت بالطبع.,0.569327626973931,0.0,0
Tourism,ما هو تاريخ تأسيس متحف اللوفر؟,متحف اللوفر كان في الأصل قلعة بناها فيليب أوغوست عام 1190.,"['لاقد سمxDت بالطبع.', '', '', '', '']","[0.717573108419289, 0.0, 0.0, 0.0, 0.0]",لاقد سمxDت بالطبع.,0.717573108419289,0.2,1
Tourism,ما هي أهم المعالم السياحية في الأردن؟,الأردن يتمتع بمناظر طبيعية متنوعة مثل البحر الميت، جبل رم، والآثار الرومانية في عمان مثل المدرج الروماني وساحة الفورم.,"['لاقد سمxDت بالطبع.', '', '', '', '']","[0.610090025120233, 0.0, 0.0, 0.0, 0.0]",لاقد سمxDت بالطبع.,0.610090025120233,0.2,1
Tourism,ما هي أهمية القدس بالنسبة للديانات الثلاث؟,القدس تعتبر مدينة مقدسة للإسلام، المسيحية، واليهودية. بالنسبة للمسلمين، فيها المسجد الأقصى، وللمسيحيين، فيها كنيسة القيامة، ولليهود، تعتبر مركزًا دينيًا وتاريخيًا.,"['لم أجد thôngريراً về هذا الموضوع، هل يمكنك Provides thêm المعلومات حول ذلك?', '', '', '', '']","[0.6442562239221391, 0.0, 0.0, 0.0, 0.0]",لم أجد thôngريراً về هذا الموضوع، هل يمكنك Provides thêm المعلومات حول ذلك?,0.6442562239221391,0.2,1
Tourism,ما هي أطول أنهار العالم؟,"نهر النيل هو أطول أنهار العالم، ويبلغ طوله 6,650 كم.","['أنهار أثرية.', 'م شمدت بالطبع.', '', '', '']","[0.7731626574492391, 0.6689902940443371, 0.0, 0.0, 0.0]",أنهار أثرية.,0.7731626574492391,0.4,1
Tourism,ما هي أهمية نهر الأردن تاريخيًا؟,نهر الأردن يعتبر مقدسًا عند المسيحيين لأن السيد المسيح تعمد بمياهه. كما شهد النهر العديد من المعارك التاريخية مثل معركة اليرموك.,"['نهر الأردن يعتبر من أهم النهرات في العالم، حيث يمتاز بتاريخ ضخم وواضح، تميزت به العديد من الحappen الرئيسية التي سابها تاريخياً.', 'م شمدت بالطبع.', '', '', '']","[0.8333337283630191, 0.7086928005094271, 0.0, 0.0, 0.0]",نهر الأردن يعتبر من أهم النهرات في العالم، حيث يمتاز بتاريخ ضخم وواضح، تميزت به العديد من الحappen الرئيسية التي سابها تاريخياً.,0.8333337283630191,0.4,1
Tourism,ما هي أعلى قمة في جبال الهيمالايا؟,أعلى قمة في جبال الهيمالايا هي قمة إفرست.,"['حسناً، أعلي قمة في جبال الهيمالayas هي चомولان.', '', '', '', '']","[0.914576083689364, 0.0, 0.0, 0.0, 0.0]",حسناً، أعلي قمة في جبال الهيمالayas هي चомولان.,0.914576083689364,0.2,1
Tourism,ما هي العاصمة الاقتصادية للإمارات العربية المتحدة؟,دبي هي العاصمة الاقتصادية للإمارات العربية المتحدة.,"['عاصمة الاقتصادية فى الإمارات العربية المتحدة هي Abu Dhabi.', '', '', '', '']","[0.8428345972140361, 0.0, 0.0, 0.0, 0.0]",عاصمة الاقتصادية فى الإمارات العربية المتحدة هي Abu Dhabi.,0.8428345972140361,0.2,1
Tourism,ما هي أهم المعالم السياحية في الصين؟,الصين تضم العديد من المعالم السياحية مثل سور الصين العظيم، وجزيرة هاينان، وجزر بحر الصين الجنوبي.,"['عربة الشمس، وتختصرها ""اللون الإفريقي"" ، ومتنزه هوانغ باngle ، والبحيرة الخرم القريssa ، وإدorfا، وعلى حلبة الطريق الأزرق .', '', '', '', '']","[0.676474017472065, 0.0, 0.0, 0.0, 0.0]","عربة الشمس، وتختصرها ""اللون الإفريقي"" ، ومتنزه هوانغ باngle ، والبحيرة الخرم القريssa ، وإدorfا، وعلى حلبة الطريق الأزرق .",0.676474017472065,0.2,1
Tourism,ما هي أهمية البتراء تاريخيًا؟,البتراء كانت عاصمة الأنباط وتشتهر بمعالمها المنحوتة في الصخر مثل الخزنة والمذبح العالي.,"['وضع حجر زمني في التاريخ للبتراء.', '', '', '', '']","[0.6269046782144041, 0.0, 0.0, 0.0, 0.0]",وضع حجر زمني في التاريخ للبتراء.,0.6269046782144041,0.2,1
Tourism,ما هو تاريخ بناء أهرامات الجيزة؟,أهرامات الجيزة بنيت حوالي 2480-2550 ق.م، وهي مقابر ملكية لخوفو، خفرع، ومنقرع.,"['الجيزة، هي قارة أوروبا مسطحة ، وعملها الأargas العسكرية.', '', '', '', '']","[0.8033321942061421, 0.0, 0.0, 0.0, 0.0]",الجيزة، هي قارة أوروبا مسطحة ، وعملها الأargas العسكرية.,0.8033321942061421,0.2,1
